#Time,feature,NeutronCount_Epithermal_Cum1hrQualityFlag in []
2015-11-03T13:00:00.000000+0100,Jungfraujoch,158.119,42027.0
2015-11-03T14:00:00.000000+0100,Jungfraujoch,158.08,42027.0
2015-11-03T15:00:00.000000+0100,Jungfraujoch,157.502,42027.0
2015-11-03T16:00:00.000000+0100,Jungfraujoch,157.139,42027.0
2015-11-03T17:00:00.000000+0100,Jungfraujoch,157.252,42027.0
2015-11-03T18:00:00.000000+0100,Jungfraujoch,157.052,42027.0
2015-11-03T19:00:00.000000+0100,Jungfraujoch,156.505,42027.0
2015-11-03T20:00:00.000000+0100,Jungfraujoch,157.695,42027.0
2015-11-03T21:00:00.000000+0100,Jungfraujoch,157.361,42027.0
2015-11-03T22:00:00.000000+0100,Jungfraujoch,157.123,42027.0
2015-11-03T23:00:00.000000+0100,Jungfraujoch,157.144,42027.0
2015-11-04T00:00:00.000000+0100,Jungfraujoch,158.025,42027.0
2015-11-04T01:00:00.000000+0100,Jungfraujoch,157.588,42027.0
2015-11-04T02:00:00.000000+0100,Jungfraujoch,157.858,42027.0
2015-11-04T03:00:00.000000+0100,Jungfraujoch,156.998,42027.0
2015-11-04T04:00:00.000000+0100,Jungfraujoch,156.325,42027.0
2015-11-04T05:00:00.000000+0100,Jungfraujoch,154.99,42027.0
2015-11-04T06:00:00.000000+0100,Jungfraujoch,155.814,42027.0
2015-11-04T07:00:00.000000+0100,Jungfraujoch,156.482,42027.0
2015-11-04T08:00:00.000000+0100,Jungfraujoch,156.589,42027.0
2015-11-04T09:00:00.000000+0100,Jungfraujoch,156.824,42027.0
2015-11-04T10:00:00.000000+0100,Jungfraujoch,156.916,42027.0
2015-11-04T11:00:00.000000+0100,Jungfraujoch,156.589,42027.0
2015-11-04T12:00:00.000000+0100,Jungfraujoch,156.247,42027.0
2015-11-04T13:00:00.000000+0100,Jungfraujoch,156.878,42027.0
2015-11-04T14:00:00.000000+0100,Jungfraujoch,157.151,42027.0
2015-11-04T15:00:00.000000+0100,Jungfraujoch,156.491,42027.0
2015-11-04T16:00:00.000000+0100,Jungfraujoch,155.55,42027.0
2015-11-04T17:00:00.000000+0100,Jungfraujoch,154.911,42027.0
2015-11-04T18:00:00.000000+0100,Jungfraujoch,155.417,42027.0
2015-11-04T19:00:00.000000+0100,Jungfraujoch,155.06,42027.0
2015-11-04T20:00:00.000000+0100,Jungfraujoch,155.736,42027.0
2015-11-04T21:00:00.000000+0100,Jungfraujoch,156.012,42027.0
2015-11-04T22:00:00.000000+0100,Jungfraujoch,156.169,42027.0
2015-11-04T23:00:00.000000+0100,Jungfraujoch,156.63,42027.0
2015-11-05T00:00:00.000000+0100,Jungfraujoch,156.885,42027.0
2015-11-05T01:00:00.000000+0100,Jungfraujoch,155.992,42027.0
2015-11-05T02:00:00.000000+0100,Jungfraujoch,154.616,42027.0
2015-11-05T03:00:00.000000+0100,Jungfraujoch,155.031,42027.0
2015-11-05T04:00:00.000000+0100,Jungfraujoch,155.076,42027.0
2015-11-05T05:00:00.000000+0100,Jungfraujoch,155.561,42027.0
2015-11-05T06:00:00.000000+0100,Jungfraujoch,155.69,42027.0
2015-11-05T07:00:00.000000+0100,Jungfraujoch,155.859,42027.0
2015-11-05T08:00:00.000000+0100,Jungfraujoch,155.849,42027.0
2015-11-05T09:00:00.000000+0100,Jungfraujoch,155.867,42027.0
2015-11-05T10:00:00.000000+0100,Jungfraujoch,155.578,42027.0
2015-11-05T11:00:00.000000+0100,Jungfraujoch,156.067,42027.0
2015-11-05T12:00:00.000000+0100,Jungfraujoch,155.812,42027.0
2015-11-05T13:00:00.000000+0100,Jungfraujoch,155.643,42027.0
2015-11-05T14:00:00.000000+0100,Jungfraujoch,156.25,42027.0
2015-11-05T15:00:00.000000+0100,Jungfraujoch,155.935,42027.0
2015-11-05T16:00:00.000000+0100,Jungfraujoch,155.948,42027.0
2015-11-05T17:00:00.000000+0100,Jungfraujoch,156.489,42027.0
2015-11-05T18:00:00.000000+0100,Jungfraujoch,155.883,42027.0
2015-11-05T19:00:00.000000+0100,Jungfraujoch,156.184,42027.0
2015-11-05T20:00:00.000000+0100,Jungfraujoch,156.083,42027.0
2015-11-05T21:00:00.000000+0100,Jungfraujoch,156.445,42027.0
2015-11-05T22:00:00.000000+0100,Jungfraujoch,156.358,42027.0
2015-11-05T23:00:00.000000+0100,Jungfraujoch,155.967,42027.0
2015-11-06T00:00:00.000000+0100,Jungfraujoch,156.39,42027.0
2015-11-06T01:00:00.000000+0100,Jungfraujoch,155.54,42027.0
2015-11-06T02:00:00.000000+0100,Jungfraujoch,155.304,42027.0
2015-11-06T03:00:00.000000+0100,Jungfraujoch,155.791,42027.0
2015-11-06T04:00:00.000000+0100,Jungfraujoch,154.742,42027.0
2015-11-06T05:00:00.000000+0100,Jungfraujoch,155.053,42027.0
2015-11-06T06:00:00.000000+0100,Jungfraujoch,155.156,42027.0
2015-11-06T07:00:00.000000+0100,Jungfraujoch,155.548,42027.0
2015-11-06T08:00:00.000000+0100,Jungfraujoch,155.98,42027.0
2015-11-06T09:00:00.000000+0100,Jungfraujoch,156.115,42027.0
2015-11-06T10:00:00.000000+0100,Jungfraujoch,156.485,42027.0
2015-11-06T11:00:00.000000+0100,Jungfraujoch,156.761,42027.0
2015-11-06T12:00:00.000000+0100,Jungfraujoch,156.79,42027.0
2015-11-06T13:00:00.000000+0100,Jungfraujoch,156.452,42027.0
2015-11-06T14:00:00.000000+0100,Jungfraujoch,156.615,42027.0
2015-11-06T15:00:00.000000+0100,Jungfraujoch,157.295,42027.0
2015-11-06T16:00:00.000000+0100,Jungfraujoch,156.605,42027.0
2015-11-06T17:00:00.000000+0100,Jungfraujoch,155.875,42027.0
2015-11-06T18:00:00.000000+0100,Jungfraujoch,156.186,42027.0
2015-11-06T19:00:00.000000+0100,Jungfraujoch,155.251,42027.0
2015-11-06T20:00:00.000000+0100,Jungfraujoch,154.451,42027.0
2015-11-06T21:00:00.000000+0100,Jungfraujoch,153.413,42027.0
2015-11-06T22:00:00.000000+0100,Jungfraujoch,151.764,42027.0
2015-11-06T23:00:00.000000+0100,Jungfraujoch,151.891,42027.0
2015-11-07T00:00:00.000000+0100,Jungfraujoch,152.101,42027.0
2015-11-07T01:00:00.000000+0100,Jungfraujoch,152.65,42027.0
2015-11-07T02:00:00.000000+0100,Jungfraujoch,152.801,42027.0
2015-11-07T03:00:00.000000+0100,Jungfraujoch,152.463,42027.0
2015-11-07T04:00:00.000000+0100,Jungfraujoch,152.974,42027.0
2015-11-07T05:00:00.000000+0100,Jungfraujoch,153.491,42027.0
2015-11-07T06:00:00.000000+0100,Jungfraujoch,153.924,42027.0
2015-11-07T07:00:00.000000+0100,Jungfraujoch,154.264,42027.0
2015-11-07T08:00:00.000000+0100,Jungfraujoch,154.03,42027.0
2015-11-07T09:00:00.000000+0100,Jungfraujoch,152.564,42027.0
2015-11-07T10:00:00.000000+0100,Jungfraujoch,151.946,42027.0
2015-11-07T11:00:00.000000+0100,Jungfraujoch,152.632,42027.0
2015-11-07T12:00:00.000000+0100,Jungfraujoch,152.937,42027.0
2015-11-07T13:00:00.000000+0100,Jungfraujoch,153.268,42027.0
2015-11-07T14:00:00.000000+0100,Jungfraujoch,153.485,42027.0
2015-11-07T15:00:00.000000+0100,Jungfraujoch,154.186,42027.0
2015-11-07T16:00:00.000000+0100,Jungfraujoch,153.494,42027.0
2015-11-07T17:00:00.000000+0100,Jungfraujoch,152.862,42027.0
2015-11-07T18:00:00.000000+0100,Jungfraujoch,153.629,42027.0
2015-11-07T19:00:00.000000+0100,Jungfraujoch,153.998,42027.0
2015-11-07T20:00:00.000000+0100,Jungfraujoch,153.149,42027.0
2015-11-07T21:00:00.000000+0100,Jungfraujoch,153.188,42027.0
2015-11-07T22:00:00.000000+0100,Jungfraujoch,153.544,42027.0
2015-11-07T23:00:00.000000+0100,Jungfraujoch,154.211,42027.0
2015-11-08T00:00:00.000000+0100,Jungfraujoch,153.88,42027.0
2015-11-08T01:00:00.000000+0100,Jungfraujoch,153.641,42027.0
2015-11-08T02:00:00.000000+0100,Jungfraujoch,153.946,42027.0
2015-11-08T03:00:00.000000+0100,Jungfraujoch,153.315,42027.0
2015-11-08T04:00:00.000000+0100,Jungfraujoch,153.005,42027.0
2015-11-08T05:00:00.000000+0100,Jungfraujoch,153.343,42027.0
2015-11-08T06:00:00.000000+0100,Jungfraujoch,153.126,42027.0
2015-11-08T07:00:00.000000+0100,Jungfraujoch,153.247,42027.0
2015-11-08T08:00:00.000000+0100,Jungfraujoch,153.964,42027.0
2015-11-08T09:00:00.000000+0100,Jungfraujoch,153.043,42027.0
2015-11-08T10:00:00.000000+0100,Jungfraujoch,152.421,42027.0
2015-11-08T11:00:00.000000+0100,Jungfraujoch,152.929,42027.0
2015-11-08T12:00:00.000000+0100,Jungfraujoch,154.009,42027.0
2015-11-08T13:00:00.000000+0100,Jungfraujoch,154.431,42027.0
2015-11-08T14:00:00.000000+0100,Jungfraujoch,154.379,42027.0
2015-11-08T15:00:00.000000+0100,Jungfraujoch,154.696,42027.0
2015-11-08T16:00:00.000000+0100,Jungfraujoch,154.374,42027.0
2015-11-08T17:00:00.000000+0100,Jungfraujoch,153.978,42027.0
2015-11-08T18:00:00.000000+0100,Jungfraujoch,153.863,42027.0
2015-11-08T19:00:00.000000+0100,Jungfraujoch,153.896,42027.0
2015-11-08T20:00:00.000000+0100,Jungfraujoch,153.238,42027.0
2015-11-08T21:00:00.000000+0100,Jungfraujoch,153.961,42027.0
2015-11-08T22:00:00.000000+0100,Jungfraujoch,152.336,42027.0
2015-11-08T23:00:00.000000+0100,Jungfraujoch,152.132,42027.0
2015-11-09T00:00:00.000000+0100,Jungfraujoch,152.329,42027.0
2015-11-09T01:00:00.000000+0100,Jungfraujoch,152.36,42027.0
2015-11-09T02:00:00.000000+0100,Jungfraujoch,152.809,42027.0
2015-11-09T03:00:00.000000+0100,Jungfraujoch,153.01,42027.0
2015-11-09T04:00:00.000000+0100,Jungfraujoch,153.102,42027.0
2015-11-09T05:00:00.000000+0100,Jungfraujoch,153.452,42027.0
2015-11-09T06:00:00.000000+0100,Jungfraujoch,152.917,42027.0
2015-11-09T07:00:00.000000+0100,Jungfraujoch,152.906,42027.0
2015-11-09T08:00:00.000000+0100,Jungfraujoch,153.114,42027.0
2015-11-09T09:00:00.000000+0100,Jungfraujoch,153.722,42027.0
2015-11-09T10:00:00.000000+0100,Jungfraujoch,154.497,42027.0
2015-11-09T11:00:00.000000+0100,Jungfraujoch,154.415,42027.0
2015-11-09T12:00:00.000000+0100,Jungfraujoch,154.898,42027.0
2015-11-09T13:00:00.000000+0100,Jungfraujoch,154.536,42027.0
2015-11-09T14:00:00.000000+0100,Jungfraujoch,154.308,42027.0
2015-11-09T15:00:00.000000+0100,Jungfraujoch,155.042,42027.0
2015-11-09T16:00:00.000000+0100,Jungfraujoch,154.827,42027.0
2015-11-09T17:00:00.000000+0100,Jungfraujoch,154.125,42027.0
2015-11-09T18:00:00.000000+0100,Jungfraujoch,153.364,42027.0
2015-11-09T19:00:00.000000+0100,Jungfraujoch,153.748,42027.0
2015-11-09T20:00:00.000000+0100,Jungfraujoch,153.483,42027.0
2015-11-09T21:00:00.000000+0100,Jungfraujoch,152.615,42027.0
2015-11-09T22:00:00.000000+0100,Jungfraujoch,152.704,42027.0
2015-11-09T23:00:00.000000+0100,Jungfraujoch,151.93,42027.0
2015-11-10T00:00:00.000000+0100,Jungfraujoch,151.673,42027.0
2015-11-10T01:00:00.000000+0100,Jungfraujoch,151.074,42027.0
2015-11-10T02:00:00.000000+0100,Jungfraujoch,151.439,42027.0
2015-11-10T03:00:00.000000+0100,Jungfraujoch,151.975,42027.0
2015-11-10T04:00:00.000000+0100,Jungfraujoch,151.967,42027.0
2015-11-10T05:00:00.000000+0100,Jungfraujoch,152.29,42027.0
2015-11-10T06:00:00.000000+0100,Jungfraujoch,152.486,42027.0
2015-11-10T07:00:00.000000+0100,Jungfraujoch,152.568,42027.0
2015-11-10T08:00:00.000000+0100,Jungfraujoch,153.331,42027.0
2015-11-10T09:00:00.000000+0100,Jungfraujoch,153.912,42027.0
2015-11-10T10:00:00.000000+0100,Jungfraujoch,154.234,42027.0
2015-11-10T11:00:00.000000+0100,Jungfraujoch,153.694,42027.0
2015-11-10T12:00:00.000000+0100,Jungfraujoch,154.802,42027.0
2015-11-10T13:00:00.000000+0100,Jungfraujoch,154.686,42027.0
2015-11-10T14:00:00.000000+0100,Jungfraujoch,154.216,42027.0
2015-11-10T15:00:00.000000+0100,Jungfraujoch,153.516,42027.0
2015-11-10T16:00:00.000000+0100,Jungfraujoch,152.906,42027.0
2015-11-10T17:00:00.000000+0100,Jungfraujoch,152.983,42027.0
2015-11-10T18:00:00.000000+0100,Jungfraujoch,153.681,42027.0
2015-11-10T19:00:00.000000+0100,Jungfraujoch,152.697,42027.0
2015-11-10T20:00:00.000000+0100,Jungfraujoch,152.616,42027.0
2015-11-10T21:00:00.000000+0100,Jungfraujoch,152.415,42027.0
2015-11-10T22:00:00.000000+0100,Jungfraujoch,151.795,42027.0
2015-11-10T23:00:00.000000+0100,Jungfraujoch,151.992,42027.0
2015-11-11T00:00:00.000000+0100,Jungfraujoch,151.795,42027.0
2015-11-11T01:00:00.000000+0100,Jungfraujoch,151.607,42027.0
2015-11-11T02:00:00.000000+0100,Jungfraujoch,151.61,42027.0
2015-11-11T03:00:00.000000+0100,Jungfraujoch,151.963,42027.0
2015-11-11T04:00:00.000000+0100,Jungfraujoch,151.624,42027.0
2015-11-11T05:00:00.000000+0100,Jungfraujoch,151.559,42027.0
2015-11-11T06:00:00.000000+0100,Jungfraujoch,152.592,42027.0
2015-11-11T07:00:00.000000+0100,Jungfraujoch,152.547,42027.0
2015-11-11T08:00:00.000000+0100,Jungfraujoch,153.12,42027.0
2015-11-11T09:00:00.000000+0100,Jungfraujoch,153.53,42027.0
2015-11-11T10:00:00.000000+0100,Jungfraujoch,153.137,42027.0
2015-11-11T11:00:00.000000+0100,Jungfraujoch,153.478,42027.0
2015-11-11T12:00:00.000000+0100,Jungfraujoch,153.695,42027.0
2015-11-11T13:00:00.000000+0100,Jungfraujoch,153.652,42027.0
2015-11-11T14:00:00.000000+0100,Jungfraujoch,153.733,42027.0
2015-11-11T15:00:00.000000+0100,Jungfraujoch,153.012,42027.0
2015-11-11T16:00:00.000000+0100,Jungfraujoch,152.187,42027.0
2015-11-11T17:00:00.000000+0100,Jungfraujoch,152.953,42027.0
2015-11-11T18:00:00.000000+0100,Jungfraujoch,153.576,42027.0
2015-11-11T19:00:00.000000+0100,Jungfraujoch,153.362,42027.0
2015-11-11T20:00:00.000000+0100,Jungfraujoch,153.376,42027.0
2015-11-11T21:00:00.000000+0100,Jungfraujoch,153.009,42027.0
2015-11-11T22:00:00.000000+0100,Jungfraujoch,152.932,42027.0
2015-11-11T23:00:00.000000+0100,Jungfraujoch,152.344,42027.0
2015-11-12T00:00:00.000000+0100,Jungfraujoch,152.205,42027.0
2015-11-12T01:00:00.000000+0100,Jungfraujoch,151.416,42027.0
2015-11-12T02:00:00.000000+0100,Jungfraujoch,151.946,42027.0
2015-11-12T03:00:00.000000+0100,Jungfraujoch,152.609,42027.0
2015-11-12T04:00:00.000000+0100,Jungfraujoch,152.286,42027.0
2015-11-12T05:00:00.000000+0100,Jungfraujoch,152.869,42027.0
2015-11-12T06:00:00.000000+0100,Jungfraujoch,152.945,42027.0
2015-11-12T07:00:00.000000+0100,Jungfraujoch,153.35,42027.0
2015-11-12T08:00:00.000000+0100,Jungfraujoch,153.023,42027.0
2015-11-12T09:00:00.000000+0100,Jungfraujoch,153.444,42027.0
2015-11-12T10:00:00.000000+0100,Jungfraujoch,153.382,42027.0
2015-11-12T11:00:00.000000+0100,Jungfraujoch,153.188,42027.0
2015-11-12T12:00:00.000000+0100,Jungfraujoch,153.677,42027.0
2015-11-12T13:00:00.000000+0100,Jungfraujoch,154.083,42027.0
2015-11-12T14:00:00.000000+0100,Jungfraujoch,154.101,42027.0
2015-11-12T15:00:00.000000+0100,Jungfraujoch,153.842,42027.0
2015-11-12T16:00:00.000000+0100,Jungfraujoch,153.724,42027.0
2015-11-12T17:00:00.000000+0100,Jungfraujoch,152.725,42027.0
2015-11-12T18:00:00.000000+0100,Jungfraujoch,153.707,42027.0
2015-11-12T19:00:00.000000+0100,Jungfraujoch,153.082,42027.0
2015-11-12T20:00:00.000000+0100,Jungfraujoch,152.952,42027.0
2015-11-12T21:00:00.000000+0100,Jungfraujoch,152.55,42027.0
2015-11-12T22:00:00.000000+0100,Jungfraujoch,152.864,42027.0
2015-11-12T23:00:00.000000+0100,Jungfraujoch,153.572,42027.0
2015-11-13T00:00:00.000000+0100,Jungfraujoch,152.707,42027.0
2015-11-13T01:00:00.000000+0100,Jungfraujoch,153.115,42027.0
2015-11-13T02:00:00.000000+0100,Jungfraujoch,153.596,42027.0
2015-11-13T03:00:00.000000+0100,Jungfraujoch,153.541,42027.0
2015-11-13T04:00:00.000000+0100,Jungfraujoch,153.22,42027.0
2015-11-13T05:00:00.000000+0100,Jungfraujoch,153.484,42027.0
2015-11-13T06:00:00.000000+0100,Jungfraujoch,153.685,42027.0
2015-11-13T07:00:00.000000+0100,Jungfraujoch,154.232,42027.0
2015-11-13T08:00:00.000000+0100,Jungfraujoch,154.151,42027.0
2015-11-13T09:00:00.000000+0100,Jungfraujoch,154.022,42027.0
2015-11-13T10:00:00.000000+0100,Jungfraujoch,154.443,42027.0
2015-11-13T11:00:00.000000+0100,Jungfraujoch,153.911,42027.0
2015-11-13T12:00:00.000000+0100,Jungfraujoch,154.563,42027.0
2015-11-13T13:00:00.000000+0100,Jungfraujoch,154.513,42027.0
2015-11-13T14:00:00.000000+0100,Jungfraujoch,154.643,42027.0
2015-11-13T15:00:00.000000+0100,Jungfraujoch,154.701,42027.0
2015-11-13T16:00:00.000000+0100,Jungfraujoch,155.091,42027.0
2015-11-13T17:00:00.000000+0100,Jungfraujoch,154.191,42027.0
2015-11-13T18:00:00.000000+0100,Jungfraujoch,153.64,42027.0
2015-11-13T19:00:00.000000+0100,Jungfraujoch,153.594,42027.0
2015-11-13T20:00:00.000000+0100,Jungfraujoch,153.506,42027.0
2015-11-13T21:00:00.000000+0100,Jungfraujoch,152.823,42027.0
2015-11-13T22:00:00.000000+0100,Jungfraujoch,152.876,42027.0
2015-11-13T23:00:00.000000+0100,Jungfraujoch,153.232,42027.0
2015-11-14T00:00:00.000000+0100,Jungfraujoch,152.983,42027.0
2015-11-14T01:00:00.000000+0100,Jungfraujoch,152.61,42027.0
2015-11-14T02:00:00.000000+0100,Jungfraujoch,152.638,42027.0
2015-11-14T03:00:00.000000+0100,Jungfraujoch,152.891,42027.0
2015-11-14T04:00:00.000000+0100,Jungfraujoch,153.595,42027.0
2015-11-14T05:00:00.000000+0100,Jungfraujoch,153.222,42027.0
2015-11-14T06:00:00.000000+0100,Jungfraujoch,153.711,42027.0
2015-11-14T07:00:00.000000+0100,Jungfraujoch,154.636,42027.0
2015-11-14T08:00:00.000000+0100,Jungfraujoch,154.529,42027.0
2015-11-14T09:00:00.000000+0100,Jungfraujoch,154.353,42027.0
2015-11-14T10:00:00.000000+0100,Jungfraujoch,154.562,42027.0
2015-11-14T11:00:00.000000+0100,Jungfraujoch,154.075,42027.0
2015-11-14T12:00:00.000000+0100,Jungfraujoch,154.127,42027.0
2015-11-14T13:00:00.000000+0100,Jungfraujoch,154.412,42027.0
2015-11-14T14:00:00.000000+0100,Jungfraujoch,154.629,42027.0
2015-11-14T15:00:00.000000+0100,Jungfraujoch,154.764,42027.0
2015-11-14T16:00:00.000000+0100,Jungfraujoch,154.714,42027.0
2015-11-14T17:00:00.000000+0100,Jungfraujoch,153.781,42027.0
2015-11-14T18:00:00.000000+0100,Jungfraujoch,153.422,42027.0
2015-11-14T19:00:00.000000+0100,Jungfraujoch,152.846,42027.0
2015-11-14T20:00:00.000000+0100,Jungfraujoch,152.431,42027.0
2015-11-14T21:00:00.000000+0100,Jungfraujoch,153.499,42027.0
2015-11-14T22:00:00.000000+0100,Jungfraujoch,152.403,42027.0
2015-11-14T23:00:00.000000+0100,Jungfraujoch,152.585,42027.0
2015-11-15T00:00:00.000000+0100,Jungfraujoch,152.79,42027.0
2015-11-15T01:00:00.000000+0100,Jungfraujoch,151.948,42027.0
2015-11-15T02:00:00.000000+0100,Jungfraujoch,152.259,42027.0
2015-11-15T03:00:00.000000+0100,Jungfraujoch,152.551,42027.0
2015-11-15T04:00:00.000000+0100,Jungfraujoch,152.452,42027.0
2015-11-15T05:00:00.000000+0100,Jungfraujoch,152.783,42027.0
2015-11-15T06:00:00.000000+0100,Jungfraujoch,153.245,42027.0
2015-11-15T07:00:00.000000+0100,Jungfraujoch,153.912,42027.0
2015-11-15T08:00:00.000000+0100,Jungfraujoch,154.99,42027.0
2015-11-15T09:00:00.000000+0100,Jungfraujoch,154.96,42027.0
2015-11-15T10:00:00.000000+0100,Jungfraujoch,154.428,42027.0
2015-11-15T11:00:00.000000+0100,Jungfraujoch,155.163,42027.0
2015-11-15T12:00:00.000000+0100,Jungfraujoch,155.531,42027.0
2015-11-15T13:00:00.000000+0100,Jungfraujoch,154.606,42027.0
2015-11-15T14:00:00.000000+0100,Jungfraujoch,155.081,42027.0
2015-11-15T15:00:00.000000+0100,Jungfraujoch,155.194,42027.0
2015-11-15T16:00:00.000000+0100,Jungfraujoch,154.161,42027.0
2015-11-15T17:00:00.000000+0100,Jungfraujoch,153.432,42027.0
2015-11-15T18:00:00.000000+0100,Jungfraujoch,153.364,42027.0
2015-11-15T19:00:00.000000+0100,Jungfraujoch,153.271,42027.0
2015-11-15T20:00:00.000000+0100,Jungfraujoch,153.333,42027.0
2015-11-15T21:00:00.000000+0100,Jungfraujoch,153.43,42027.0
2015-11-15T22:00:00.000000+0100,Jungfraujoch,154.062,42027.0
2015-11-15T23:00:00.000000+0100,Jungfraujoch,154.162,42027.0
2015-11-16T00:00:00.000000+0100,Jungfraujoch,153.765,42027.0
2015-11-16T01:00:00.000000+0100,Jungfraujoch,153.461,42027.0
2015-11-16T02:00:00.000000+0100,Jungfraujoch,153.811,42027.0
2015-11-16T03:00:00.000000+0100,Jungfraujoch,153.624,42027.0
2015-11-16T04:00:00.000000+0100,Jungfraujoch,153.397,42027.0
2015-11-16T05:00:00.000000+0100,Jungfraujoch,153.396,42027.0
2015-11-16T06:00:00.000000+0100,Jungfraujoch,153.997,42027.0
2015-11-16T07:00:00.000000+0100,Jungfraujoch,154.081,42027.0
2015-11-16T08:00:00.000000+0100,Jungfraujoch,154.972,42027.0
2015-11-16T09:00:00.000000+0100,Jungfraujoch,155.565,42027.0
2015-11-16T10:00:00.000000+0100,Jungfraujoch,155.76,42027.0
2015-11-16T11:00:00.000000+0100,Jungfraujoch,155.69,42027.0
2015-11-16T12:00:00.000000+0100,Jungfraujoch,156.126,42027.0
2015-11-16T13:00:00.000000+0100,Jungfraujoch,156.416,42027.0
2015-11-16T14:00:00.000000+0100,Jungfraujoch,156.627,42027.0
2015-11-16T15:00:00.000000+0100,Jungfraujoch,156.948,42027.0
2015-11-16T16:00:00.000000+0100,Jungfraujoch,156.215,42027.0
2015-11-16T17:00:00.000000+0100,Jungfraujoch,156.379,42027.0
2015-11-16T18:00:00.000000+0100,Jungfraujoch,157.155,42027.0
2015-11-16T19:00:00.000000+0100,Jungfraujoch,156.419,42027.0
2015-11-16T20:00:00.000000+0100,Jungfraujoch,155.858,42027.0
2015-11-16T21:00:00.000000+0100,Jungfraujoch,155.178,42027.0
2015-11-16T22:00:00.000000+0100,Jungfraujoch,155.953,42027.0
2015-11-16T23:00:00.000000+0100,Jungfraujoch,155.518,42027.0
2015-11-17T00:00:00.000000+0100,Jungfraujoch,154.888,42027.0
2015-11-17T01:00:00.000000+0100,Jungfraujoch,154.472,42027.0
2015-11-17T02:00:00.000000+0100,Jungfraujoch,154.472,42027.0
2015-11-17T03:00:00.000000+0100,Jungfraujoch,154.037,42027.0
2015-11-17T04:00:00.000000+0100,Jungfraujoch,154.334,42027.0
2015-11-17T05:00:00.000000+0100,Jungfraujoch,154.03,42027.0
2015-11-17T06:00:00.000000+0100,Jungfraujoch,155.077,42027.0
2015-11-17T07:00:00.000000+0100,Jungfraujoch,154.812,42027.0
2015-11-17T08:00:00.000000+0100,Jungfraujoch,154.556,42027.0
2015-11-17T09:00:00.000000+0100,Jungfraujoch,155.374,42027.0
2015-11-17T10:00:00.000000+0100,Jungfraujoch,155.657,42027.0
2015-11-17T11:00:00.000000+0100,Jungfraujoch,155.835,42027.0
2015-11-17T12:00:00.000000+0100,Jungfraujoch,155.371,42027.0
2015-11-17T13:00:00.000000+0100,Jungfraujoch,156.738,42027.0
2015-11-17T14:00:00.000000+0100,Jungfraujoch,157.257,42027.0
2015-11-17T15:00:00.000000+0100,Jungfraujoch,156.547,42027.0
2015-11-17T16:00:00.000000+0100,Jungfraujoch,156.824,42027.0
2015-11-17T17:00:00.000000+0100,Jungfraujoch,156.732,42027.0
2015-11-17T18:00:00.000000+0100,Jungfraujoch,156.642,42027.0
2015-11-17T19:00:00.000000+0100,Jungfraujoch,157.309,42027.0
2015-11-17T20:00:00.000000+0100,Jungfraujoch,156.276,42027.0
2015-11-17T21:00:00.000000+0100,Jungfraujoch,156.355,42027.0
2015-11-17T22:00:00.000000+0100,Jungfraujoch,155.675,42027.0
2015-11-17T23:00:00.000000+0100,Jungfraujoch,155.11,42027.0
2015-11-18T00:00:00.000000+0100,Jungfraujoch,154.356,42027.0
2015-11-18T01:00:00.000000+0100,Jungfraujoch,153.95,42027.0
2015-11-18T02:00:00.000000+0100,Jungfraujoch,153.515,42027.0
2015-11-18T03:00:00.000000+0100,Jungfraujoch,153.538,42027.0
2015-11-18T04:00:00.000000+0100,Jungfraujoch,154.041,42027.0
2015-11-18T05:00:00.000000+0100,Jungfraujoch,155.193,42027.0
2015-11-18T06:00:00.000000+0100,Jungfraujoch,155.313,42027.0
2015-11-18T07:00:00.000000+0100,Jungfraujoch,155.626,42027.0
2015-11-18T08:00:00.000000+0100,Jungfraujoch,155.357,42027.0
2015-11-18T09:00:00.000000+0100,Jungfraujoch,155.929,42027.0
2015-11-18T10:00:00.000000+0100,Jungfraujoch,156.411,42027.0
2015-11-18T11:00:00.000000+0100,Jungfraujoch,156.933,42027.0
2015-11-18T12:00:00.000000+0100,Jungfraujoch,156.381,42027.0
2015-11-18T13:00:00.000000+0100,Jungfraujoch,157.477,42027.0
2015-11-18T14:00:00.000000+0100,Jungfraujoch,157.525,42027.0
2015-11-18T15:00:00.000000+0100,Jungfraujoch,156.635,42027.0
